COMMENT,LABEL
Trung Ngọc Lý  quen ghê ,neutral
 quả dừa nha bạn mình quê Bến Tre nên chắc chắn nó là quả dừa không lệch đi đâu được ,neutral
thôi đi nói xạo là quạ bắt diều hâu tha,negative
Nhanh trí ra 621 mà kiếm nhá đảm bảo chân dài không quần jean và xinh xẻo nữa,positive
Lâm Nhật Tiến nằm vùng ghê vcl,negative
Nguyễn Xuân Mai nghe đồn chị có bồ rồi mừ ,neutral
 tiền là 1 loại năng lực nha ,neutral
Bạn nào mất rồi thì nhớ quay lại clip để training cho các bạn rút kinh nghiệm ,positive
Mình là  Tân sinh viên Nghành ATTT xin chào mọi người	,positive
Nguyễn Linh yeah cfs t viết á ,positive
chào mọi người nha	,positive
 theo mình biết thì bạn cài win rồi tải Thắng Trần,neutral
Nhữ Thảo Hiền lúc c nộp không cần đơn gì hết Lên ktx dky người ta đưa giấy muốn ở phòng nào thì ghi vô,positive
thế cho vuông ,positive
Tôi thích cuộc sống quanh mình có mấy ông IT nhát nhát như vậy,positive
Thanh Hải Biết ngay là CFS này của bà ,neutral
Kiều Oanh  haiz,negative
Hóa ra là bỏ chồng rồi đi qua đây Hay quá ha Đẹp đẽ quá ha,positive
KTX ĐHQG Confesions  dạ e cảm ơn,neutral
Nghe hợp lí z  Nguyễn Huỳnh Cẩm Tú,positive
1 nồi bánh chưng rồi toi chưa gặp câu hỏi nào khó trả lời như câu hỏi này ,neutral
Hình như năm nhất có đk vô group Màva e trg thành hết rồi ,neutral
 Trường An kìa m ,neutral
Huỳnh Trung Nguyên lên 2004 rồi muốn quay lại 1909 không đc ,negative
Ai biết gì đâu ,neutral
Dương Ngọc Dung P nhớ mà nhớ thỉnh thoảng qua phòng D mượn vở chép bài do cúp học ,neutral
Huỳnh Minh Tuấn học 12 năm phổ thôngthêm 1 năm ĐH mà nói chuyện như cq vậy á ,negative
ơ vcl bạn Thư Nguyễn đâu rồi  nhục quá xóa cmt hay gì Mình còn chưa kịp rep mà ,negative
Nhung Vũ ủa mình khmt được không	,neutral
Huỳnh Như nãy tính hỏi mà quên mất tiêu,neutral
 bạn tán gái UIT thì phải chịu thấy ngta đi với trai bạn ei 	,neutral
Cừu Bảo Bảo kí túc đã từng có 1 thời như thế ,neutral
Thien Phu thành style công sở luôn ,positive
Trà Tấn Huy  ae nay đưa tui lên cao ,positive
Tính ra t cũng rảnh lắm luôn 1h chuông báo cháy t lấy điện thoại ra quay up story rồi ngủ tiếp ,negative
 trời ơi 10đ về chỗ,positive
 chắc hỏng phải nói ai đó đâu hơ chị Lê Thị Kim Trang,neutral
Thu Thủy đồng cảnh ngộ lúc nào cũng chiếm 1 cái ghế chỉ để leo lên leo xuống,neutral
Quách Đình Tiến đọc mà tuk á  thứ gì á đã ế còn vô duyên ai mà chơi lại,negative
 ướt cmn nó quần ,neutral
Minh Cường 2 xe đó nhầm hoài ,neutral
bạn cùng phòng kinh khủng hơn ,positive
Đề thi cũng căng thiệt,negative
Đây là một câu chuyện buồn hết sức  đừng ai hỏi tui gì cả ,negative
Phạm Đỗ Hoàng My tư vấn gì bạn ơi mình điểm thấp hơn bạn đó mà,neutral
đọc xong thấy buồn á,negative
Nước ngoài là nước nào  ,neutral
 kiểu trái đất này thiệt là tròn,positive
chào mng mình là tân sv ngành thương mại điện tử ad mình làm quen nha 3,positive
Mai Thi Ngoc Diep đơn này hỏng dám chốt đâu h,positive
chưa có Nhân Văn trường mình ,neutral
Chúc mừng e đi các ac	,positive
Lê Trọng Thức ủa rồi có lấy đầu khò khò như khò máy in không anh,neutral
 mới bây lớn mà bố láo dị rồi ,negative
Lê Kim Tuấn lớp clc là lớp gì vậy ad,neutral
Hồ Minh Quân Năm nay mà thi đậu nổi không,neutral
Henry Phạm đây ạ,neutral
 bớt vô duyên được hk,negative
 may quá t chưa đặt tên fb là Du Quý Phi,positive
Cơm ktx cũng là 1 loại đặc sản ,positive
Hồng Phát đi về nhà liền,neutral
Trọng Phong ui,neutral
Đỗ Phương Long Nhật bệnh này từ từ mới khôn ra được thầy ơi còn nay em bận chở bảo rồi 3,negative
Khanh Huyen Nhớ phải thử,positive
Huỳnh Khang t cũng 1 phần trong năm đó ,neutral
Nguyễn Ngọc Kim Thành  Thế kì thị thấy mẹ luôn kìa,negative
 chúc mừng em nhé Đúng là em trai của ta hahaha,positive
Hieu Phan hoy hoy cđl ơi không có hợp tuổi t còn dui tươi yêu đời không có chính chắn được,neutral
 ai biết gì thì tạo group kể mình hít nữa ,positive
Hieu Phan tưởng mắt lim dim không thấy đường rồi chớ,neutral
Ô vậy hel đồng hương người Thái Bình nè,positive
Trần Thị    con linh vật này thiệt đáng sợ,negative
 Gia Bảo nha bạn,neutral
 mình cho bạn dùng ké bãi đậu trực thăng của nhà mình nè,positive
Trường An t đã cố tình bỏ qua dòng đó rồi,negative
Nguyễn Phan Phương Anh trường không có bãi đáp trực thăng nên chỉ ngta cách nhảy dù đỡ đi bạn ,negative
 Mới vô mà sao em tự vả ghê vậy em ,negative
KTX ĐHQG Confesions  e xin  xác xuất bị bắt vs ạhay kiểm tra khi nào mà sao ms bị kiểm tra ạ,neutral
chào mừng các homie đến với UIT	,positive
Duyên Hữu hít hà nè,neutral
Ở nhà nhắn tin ới ny ,neutral
Ôm chị  Chị ơi nếu chị cần 1 người tâm sự thì có thể ib cho em nhé ,positive
 à à cảm ơn b nha,positive
Thái Ngọc Ma Sa đọc số 2 suy ra đi học ăn mặc theo kiểu số 1 là dừa,neutral
Vũ Duy ai tag trễ như bạn hem,neutral
Mỹ Thu rắc thính khắp nơi vậy em ,neutral
clb wibu chưa đủ hay sao mà giờ còn có cả mật vụ vozer  trà trộn ,neutral
Hậu Phạm quen thuộc ghê,positive
Em học Bách Khoa thì đăng ký ở KTX khu B được không ạ ,neutral
 cái zì zậy  gom một cục bự chà bá rồi quăng zậy á hả  tổn thương ghê ,negative
Huỳnh Tấn Thọ bữa có nghe loa nữa mà  bạn mất đt là nữ,neutral
Ngân Linh  hả hả,neutral
Susu Hi  chơi nhu còn la lớn ,positive
Minh Thái Huỳnh em mình cũng đậu UIT mấy bạn cho em mình làm quen với,neutral
Đại Nguyễn đúng là thiếu hiểu biết mà viết cfs,negative
Giờ mấy trường còn chưa ra danh sách lúc đó đăng ký thì có hết phòng không ạ ,neutral
Bên trong và ngoài thang máy đều có mn ơi Này đúng kiểu Blackpink in your area,positive
 ib a,neutral
 Dạo này nhiều em thích làm phi công ghê ta ơi Chắc lương cao lắm ,neutral
Tin Pham vi phạm luật an toàn giao thông có nên bị báo không ,neutral
Trần Minh Triết nào mới có bạn ơi ,neutral
Thịnh Nguyễn Bửu hôm qua tôi cũng mất mới có lại,neutral
 3 thích thì mặc thôi bạn quan tâm làm gì dăm ba chuyện lạc loài,neutral
Đoàn Ngọc Minh Khoa chừ bắt buộc phải chuyển qua khu B à,neutral
mọi người chào bạn v	,positive
 vô cho tips kìa cao nhân Yen Phuong Nguyen,positive
Nguyễn Hoàng Quân  đúng vại ,positive
Sắp nhập học rồi em vẫn chưa biết ngày khai giảng 	,neutral
Bạch Dương đag sốt ng yêu ơi,negative
Thư Sil tập trung xây dựng và bảo vệ tổ quốc đứa con của đảng belike,positive
Uyên phòng còn mỗi t vs m LA là chưa trải T nghĩ chắc sớm thôi ,positive
 cho anh xin cái địa chỉ ,neutral
Thanh Hoa mèo méo meo cho h ,positive
Đặng Nhật thật ra thì kh phải do tôi xui chỉ là do trùng hợp thoi tôi nghĩ ,positive
 Đi học UIT vì đam mê này hay đam mê kia đây  ,neutral
Đại Toàn sinh viên kí túc xá đang trải nghiệm những gì sv Nông Lâm đã chịu đựng từ lâu ,negative
Phúc Võ bay ba,neutral
  sáng dậy tầm 5h30 là kịp đến khu quân sự xong ngủ thôi em ,neutral
 căng quá em ơi em cho anh hợp tác nhé,positive
Dẹp mẹ êi ,negative
Phan Trọng Đông Đô haha Hên xui nha Nhưng mà cũng không cần mang lên đây bêu ng ta zị,positive
Học Nhân văn thì ở khu nào gần trường hơn ạ,neutral
Thế mới zo năm 1 học gắt lắm à anh chị,negative
Ầu nâu hình như zậy á chị ,positive
Trần Minh Triết mình nộp bưu điện thì nào mới có bẹn ei,neutral
ừ tui cũng sợ nó nên không dám ở chung nè ,negative
Trang Ly đổ cồn y tế vào BHA của Paula  bà Begoun bả khóc tiếng Việt luôn ,positive
Anh Tuấn Nguyễn m kìa ,neutral
Thu Thảo phi công tuyển máy bay kìa hehe,positive
Hoài làm như chú có nói điêu z,neutral
Khoa Vĩnh cần gì m tag nó vô sẵn cmnr ,neutral
 Lê Văn Thanh Nguyễn Công Sử Sang Pham thiếu gì thì thiếu hk đc thiếu tiền nha,positive
Har Sơn agh ocay cảm ơn ông,positive
Như Yến haiz,negative
Nguyễn Thị Thúy Linh  ok b,neutral
Nguyễn Dung cho thấy sự chưởng thành của bạn á ,positive
Xin chỗ chụp hình có view đẹp nhất trường	,neutral
KTX ĐHQG Confesions  chấp nhận,neutral
Huỳnh Thị Thanh Phương khóc cả đêm /,negative
Quynh Ton bạn này xinh nhưng vẫn lên cfs tìm ny ạ ,neutral
ad fr xong thả tim vào story  ,positive
 chân ái đó bro chỉ có đàn ông mới đem lại hp cho nhau thôi dạo này nam nữ tỉ lệ còn lệch ,positive
Thu Trang trưởng thành không đơm đặt nhớ bậy bạ nha ,neutral
Muko thằng cu Hiệp hơi bị giống nha,neutral
Lê Minh Khôi có ny rồi để ngta ngỏ ý hoài tội ngta ông ơi,negative
Nhưng đi ngủ thì chửi ng ta,positive
Lê Huy ụa rồi bà có bằng chưa,neutral
Nguyễn Thu Hà  10/100 á ,neutral
Hoang My Phi im vào,negative
Tịnh Nhi đọc cười xỉu,positive
Huỳnh Minh Tuấn chị mà hong hiền là chị đập em lâu rồi ,negative
Giờ đổi rồi quần kaki,neutral
Nguyễn Phạm Đức Duy dạ thôi em xin nhường sự may mắn này lại cho ngừi khác ,neutral
Nguyễn Vũ Văn Đức  bạn thì đi cửa sau nhé ,neutral
Nguyễn Văn Tú ủa ai z,neutral
M có ng nuôi rồi đâu cần t nữa ,negative
 ib chỉ đường  kh khó đâu  ib chỉ cách tính nè ,positive
Duyên Nguyễn chời quơ tui là admin chứ có phải thần tiên đâu mà hk xem haha ,positive
 cảm giác quyết định đúng khi không ở ktx chỉ thikvô group hóng drama,positive
Nguyễn Ngô Gia Bảo chứ học đâu mà thi tầm này nữa  ,positive
phận làm trai IT 12 bến nước,neutral
Đi net chơi game đi bữa h tập liên minh mà khó quá ,negative
Phan Hải Dương hên xui th,neutral
Lê Kiệt tự nhiên t lên cái không còn đứa nào năm 2 ở nữa ,neutral
Thủy Tiên  cái nết này mà dũa cho xong thì chắc hơi lâu nè ,negative
Võ Công Minh bận đồ màu gì đi thỉnh an đây màu đỏ hả ,neutral
Ai nhá thử chưa 3,neutral
Nga Cẩm t cũng ms đọc vậy à ra là chuyện như thế,neutral
 nhầm trường rồi em  có quartus proteus modelsim arduino  còn nữa,neutral
Phạm Thu Uyên  biết khôn đấy ,positive
 cho anh ké,positive
Ý t đang nói về ngành điểm chuẩn thấp và cao đấy,neutral
Chi Chi không phải nha chi,neutral
 Như Quỳnh ứng tuyển kìa	,neutral
Phương Linh chắc do hình mình nhìn hơi hổ báo,neutral
 khổ chập cũng quen thôi ,neutral
Hoàng Yến  đây bạn ơi,neutral
 nếu bạn là con gái thì hít bạn thay cho drama luôn cũng được,positive
 với  về với nhau đi Thả ra chị em lại khổ ,positive
Hikoto Michio rep cmt hóng chung chớ giềe,neutral
Nhân Văn Confesions Quyên đã được người nhà làm thủ tục chuyển lên Chợ Rẫy rồi nhé	,positive
Số 2 ngộ vậy ,negative
Nguyễn Nhơn thông thạo cuốn đó thì đi trả lương cho người khác rồi chứ nhận lương làm gì nữa,positive
 KTMT nữ cx kha khá nhiều e ,positive
Quách Đình Tiến  nay tự nhận luôn ,neutral
 Tuổi nào cho e ,neutral
Thủy Trâm Em em cái đầu uầy ,negative
Em cũng ngưỡng mộ nè ,positive
 chưa trải sự đời hết 4 năm cũng đ có ny đâu,negative
 Cứ kệ chơi game chán rồi cũng trả lời thôi ,neutral
Nguyen Tan Hung  chuyển ngang phòng mà khác toà đc không,neutral
Thũy Tiên bỏ combo áo thun quần jean ei không người ta cho m lên cfs đó ,negative
Gửi link cái phốt thằng chủ tus nói coitự nhiên có drama để hít,neutral
Hoàng Yến mình ngắm Bigc,positive
Ngân Thu Đoàn dễ thưn xỉu  iu đi,positive
Trần Diễm Quyên tính mạng toi quan trọng hơn ,neutral
cho em xin bí quyết tán mấy chị khóa trên ad 	,neutral
Đặng Xuân Sang xin inf bạn ei ,neutral
Rừng Bắp Chí Hào Hà Lê Nhật Minh mấy thầy khi nghe có gái tìm belike ,positive
 Mạnh dạn đoán luôn là đi Thung lũng tình yêu về phải không  ,positive
Thy Linh theo ad biết là được nhé,positive
Đừng buồn mình nhé khách ơi mình đã rút được kinh nghiệm,positive
Khang Ma Con mấy em vô gặp thầy Khang thì có nát ,negative
Ngọc Bảo nghe đồn sắp ở khu B,positive
Trâm Vy hết xợ lâu rùi ,positive
Ac nào là sv trường giúp e giải đáp một số câu hỏi với ạ,neutral
Phương Baka m coi đi,neutral
Quỳnh Thư Nguyễn Hồ CNPM CLC tầm thường ấy chị ơi,negative
Phạm Xuân me to luôn giờ t chỉ nhớ ngày lãnh lương thôi à ,positive
 chia chân chia chân đi vote chia chân ,negative
tùy cty mà độ mlem của HR sẽ khác nhau nhé ad ,neutral
Nghiên Nghiên cho e hỏi phòng nào vậy a ơi tầng cũng được ạ,neutral
dạ ,neutral
Quên CODE thẻ tích hợp KTX thì làm thế nào nhỉ,neutral
Ngoc Di luôn nhớ đến dĩ iu nên z á ,neutral
Kim Quyên bánh ú tối ngày xạo hả ,negative
Nảy lửa vl vậy +1 vote	,negative
ghi đại bạn Như C6 cho rồi ,neutral
Trường An thâm thúy quạ,positive
Như Yến đừng đăng story buồn nữa e ơi Bạn buồn nữa á ,negative
Lâu lắm mới thấy bài viết đúng đc như này ,neutral
Ủa mắc gì phẫn nộ ,negative
Lan Anh rớt thiệt,neutral
KHTN xin chào ,positive
Lê Thị Huyền Linh quen toàn ngừi nổi tiếng không nè ,neutral
Đi học đi bộ từ khu A sẽ ăn cơm chó mỗi ngày ,negative
 ngày nào học quân sự cũng ăn mà giờ này vẫn chưa có ny,negative
đã xấu rồi còn hay gato vs mấy đứa đẹp nữa lêu lêu ,negative
Bình An  tui đọc  xong  cũng đứng hình,negative
 Nào chia tay đừng lên đây chửi trai IT nhé ,negative
tháng sau lận ,neutral
Duy Thành kế hoàng hậu lịch kiếp ,positive
Meow meow ,neutral
 thằng chôm là cả trường mất dạy à THẰNG MẤT DẠY,negative
 Nếu em muốn dạy thêm scratch có thể thử xin ở MindX nha,neutral
Quách Đình Tiến  ờ thế ra chuồng gà chơi vs anh trai này đc nè,neutral
Đình Tư gì đây man ,neutral
Cho em hỏi là ở toà c5 khu b có ổn không ạ,neutral
Quốc Thịnh cô mẫu trên trời thấy thất vọng lắm,positive
Lê Tiến Đạt e ping cho a vui hoi  cho a có động lực,positive
Đình Tiến trấm ,positive
Tui đi học hay đi gì cũng như cái bang nè bạn ,neutral
Hồng Điệp ngưng ảo tưởng,negative
Cho em hỏi mình đăng kí thẻ BIDV sau được không ạ,neutral
LV Lucien s ở đâu cũng có mặt m hết vậy yêu quái ,negative
Thanh Khải Như BK là có rồi á bạn,neutral
 Trong câu hỏi đã có câu trả lời đó là đơn giản và tiết kiệm,neutral
 VNH là chỉ dành cho người nước ngoài em à,neutral
Vinh Trương ủa đúng rồi mà,neutral
Giang Lê haiz cho các em biết đường tính toán,negative
 thiệt tình đọc mà tức chỉ muốn chửi thề Mất dạy vãi l con gái con nứa,negative
Lê Quỳnh Trúc 2 đứa mình đuổi ma quỷ đc nè,positive
Hẳn là giống đoạn nhà Bùi Viện rồi  ,neutral
Ngọc Cầm lợi dụng bán hàng Thôi nha bạn mình hết tiền rồi,negative
Thảo Hồng tân sinh viên uit giúp bạn tham khảo kìa,neutral
Nguyễn Văn Song Toàn thấy cmt vậy là quá oke rồi,positive
Lê Thị Hồng Cúc cay ta Cơ mà đọc cũng ứa gan thật ,negative
Trần Lê Trang Nghiêm team bút máy  kìa ,neutral
Huỳnh Phúc Hậu con này nó bê đê á mọi  người cẩn thận nha,negative
học ở trái đất,neutral
Bữa mình xin cái muỗng cho bạn mình cũng bị la ,negative
